Date,Demand_MWh,Day_of_Week,Is_Weekend,Is_Holiday,Avg_Temp,Rainfall,Lag_1,Lag_7,Lag_30,Rolling_7
2018-04-15,575082.165773147,6,1,0,27.53611111111111,7.025862068965517,575576.6807484027,551354.4674042598,692853.0946223162,671155.2137011166
2018-04-16,700522.3515037666,0,0,0,27.139583333333334,12.552032520325204,575082.165773147,697011.0068058065,549492.11663989,671656.8343722539
2018-04-17,701219.2785589017,1,0,0,27.134722222222223,12.5912,700522.3515037666,706222.0356696588,550556.8226696514,670942.1547850027
2018-04-18,698911.0126461606,2,0,0,27.093197278911564,11.863865546218488,701219.2785589017,710807.7451148684,699756.7985126078,669242.6215751873
2018-04-19,698080.363203911,3,0,0,27.090344827586208,9.306140350877193,698911.0126461606,716684.5588211844,692823.586794808,666584.8793441483
2018-04-20,702485.9322693665,4,0,0,27.194444444444443,14.073333333333332,698080.363203911,716702.3029747484,683444.0464350383,664553.9692433794
2018-04-21,558084.1647490768,5,1,0,27.076760563380283,9.984375,702485.9322693665,575576.6807484027,678801.7047144622,662055.0383863329
2018-04-22,562179.5701210486,6,1,0,27.17310344827586,9.527559055118111,558084.1647490768,575082.165773147,695289.6829237359,660211.8104360331
2018-04-23,694191.5069324435,0,0,0,26.962676056338026,11.8824,562179.5701210486,700522.3515037666,545039.0402006975,659307.4040687012
2018-04-24,694920.5690190343,1,0,0,26.941958041958042,13.166923076923077,694191.5069324435,701219.2785589017,541921.5584741777,658407.5884201487
2018-04-25,687270.0678746325,2,0,0,26.737062937062937,9.702419354838709,694920.5690190343,698911.0126461606,679320.4742059262,656744.5963099304
2018-04-26,684748.872650963,3,0,0,26.685106382978724,15.311666666666667,687270.0678746325,698080.363203911,678392.7260698609,654840.0976595094
2018-04-27,695400.4672999022,4,0,0,27.002797202797204,8.829661016949151,684748.872650963,702485.9322693665,695516.2089085786,653827.8883781573
2018-04-28,562943.6416434981,5,1,0,27.195,9.483783783783784,695400.4672999022,558084.1647490768,693905.7108762156,654522.0993630746
2018-04-29,568531.5882622822,6,1,0,27.333333333333332,7.050442477876107,562943.6416434981,562179.5701210486,690674.1117531013,655429.530526108
2018-04-30,707776.4362525349,0,0,0,27.35214285714286,7.483673469387755,568531.5882622822,694191.5069324435,553535.1355225516,657370.2347146925
2018-05-01,701278.4461061384,1,0,0,27.14344827586207,6.342857142857143,707776.4362525349,694920.5690190343,557780.5833662772,658278.5028699931
2018-05-02,692327.2016426894,2,0,0,26.91891891891892,5.9239999999999995,701278.4461061384,687270.0678746325,691964.116412522,659000.950551144
2018-05-03,698610.9811403919,3,0,0,27.073793103448274,4.975229357798165,692327.2016426894,684748.872650963,686148.485595342,660981.2517639196
2018-05-04,700015.9191032536,4,0,0,27.140689655172416,5.168224299065421,698610.9811403919,695400.4672999022,693016.2604795789,661640.6020215412
2018-05-05,573650.791533745,5,1,0,27.489795918367346,4.539622641509434,700015.9191032536,562943.6416434981,704244.2276838394,663170.194863005
2018-05-06,579568.2124524668,6,1,0,27.64236111111111,6.198039215686275,573650.791533745,568531.5882622822,696697.123288525,664746.8554616028
2018-05-07,711493.6378109837,0,0,0,27.47986111111111,5.223008849557522,579568.2124524668,707776.4362525349,552697.6626756125,665277.8842556671
2018-05-08,700090.4219568504,1,0,0,27.146853146853147,5.769724770642202,711493.6378109837,701278.4461061384,551354.4674042598,665108.1665200545
2018-05-09,706721.748174135,2,0,0,27.336363636363636,5.676699029126214,700090.4219568504,692327.2016426894,697011.0068058065,667164.530310261
2018-05-10,704937.4107429837,3,0,0,27.275524475524477,6.82962962962963,706721.748174135,698610.9811403919,706222.0356696588,668068.3059677741
2018-05-11,702162.8422546576,4,0,0,27.202836879432624,7.992380952380953,704937.4107429837,700015.9191032536,710807.7451148684,668375.0092751175
2018-05-12,561208.6443190102,5,1,0,27.135862068965515,6.504424778761062,702162.8422546576,573650.791533745,716684.5588211844,666597.5596730125
2018-05-13,571195.0058876191,6,1,0,27.42,8.663716814159292,561208.6443190102,579568.2124524668,716702.3029747484,665401.3873066057
2018-05-14,708715.1307081244,0,0,0,27.378767123287673,5.4734513274336285,571195.0058876191,711493.6378109837,575576.6807484027,665004.457720483
2018-05-15,704939.1771216254,1,0,0,27.277464788732395,7.608035714285714,708715.1307081244,700090.4219568504,575082.165773147,665697.1370297365
2018-05-16,700776.9279229053,2,0,0,27.150694444444444,9.183050847457626,704939.1771216254,706721.748174135,700522.3515037666,664847.8769938465
2018-05-17,695142.2808550674,3,0,0,27.004929577464786,10.420370370370371,700776.9279229053,704937.4107429837,701219.2785589017,663448.5727241442
2018-05-18,690862.4951994132,4,0,0,26.866206896551724,7.483471074380165,695142.2808550674,702162.8422546576,698911.0126461606,661834.2374305379
2018-05-19,548913.9257010006,5,1,0,26.77241379310345,11.036752136752137,690862.4951994132,561208.6443190102,698080.363203911,660077.8490565364
2018-05-20,549054.0797391846,6,1,0,26.804195804195803,9.261290322580646,548913.9257010006,571195.0058876191,702485.9322693665,656914.8596067602
2018-05-21,696634.5667964655,0,0,0,27.03453237410072,12.30925925925926,549054.0797391846,708715.1307081244,558084.1647490768,655189.0647622375
2018-05-22,711718.1591489685,1,0,0,27.471942446043165,9.170535714285714,696634.5667964655,704939.1771216254,562179.5701210486,656157.4907661435
2018-05-23,696857.1987559298,2,0,0,27.062237762237764,10.055284552845528,711718.1591489685,700776.9279229053,694191.5069324435,655597.5294565756
2018-05-24,701466.0123236595,3,0,0,27.164137931034485,11.285074626865672,696857.1987559298,695142.2808550674,694920.5690190343,656500.9196663745
2018-05-25,703038.6672762433,4,0,0,27.211805555555557,6.4648648648648654,701466.0123236595,690862.4951994132,687270.0678746325,658240.3728202075
2018-05-26,556395.7777441394,5,1,0,26.991304347826087,9.190243902439024,703038.6672762433,548913.9257010006,684748.872650963,659309.2088263702
2018-05-27,555498.2168261458,6,1,0,26.986206896551725,11.396,556395.7777441394,549054.0797391846,695400.4672999022,660229.7998387931
2018-05-28,694396.1745977207,0,0,0,26.984827586206897,12.283064516129032,555498.2168261458,696634.5667964655,562943.6416434981,659910.0295246867
2018-05-29,689186.6166481624,1,0,0,26.823404255319147,9.427433628318584,694396.1745977207,711718.1591489685,568531.5882622822,656691.2377388573
2018-05-30,687437.696422417,2,0,0,26.76153846153846,11.483636363636364,689186.6166481624,696857.1987559298,707776.4362525349,655345.5945483554
2018-05-31,691988.2807822598,3,0,0,26.89568345323741,8.451401869158879,687437.696422417,701466.0123236595,701278.4461061384,653991.6328995841
2018-06-01,687121.3914421514,4,0,0,26.754054054054052,7.661682242990654,691988.2807822598,703038.6672762433,692327.2016426894,651717.7363518566
2018-06-02,547451.1433458113,5,1,0,26.75608108108108,5.952293577981651,687121.3914421514,556395.7777441394,698610.9811403919,650439.9314378098
2018-06-03,552831.0267966656,6,1,0,26.92013422818792,7.492592592592593,547451.1433458113,555498.2168261458,700015.9191032536,650058.9042907412
2018-06-04,698349.842352592,0,0,0,27.07133333333333,7.918867924528302,552831.0267966656,694396.1745977207,573650.791533745,650623.7139700084
2018-06-05,709331.6773059894,1,0,0,27.413422818791947,3.7097826086956522,698349.842352592,689186.6166481624,579568.2124524668,653501.5797782695
2018-06-06,713033.1581384639,2,0,0,27.497368421052634,1.248780487804878,709331.6773059894,687437.696422417,711493.6378109837,657158.0743091332
2018-06-07,709584.5660945612,3,0,0,27.39666666666667,2.9526315789473685,713033.1581384639,691988.2807822598,700090.4219568504,659671.8293537479
2018-06-08,705881.4951833928,4,0,0,27.318120805369126,3.949056603773585,709584.5660945612,687121.3914421514,706721.748174135,662351.8441739251
2018-06-09,567130.4995518831,5,1,0,27.29527027027027,3.1653846153846152,705881.4951833928,547451.1433458113,704937.4107429837,665163.1807747927
2018-06-10,568723.3963232213,6,1,0,27.35890410958904,2.9049019607843136,567130.4995518831,552831.0267966656,702162.8422546576,667433.5192785861
2018-06-11,716741.5851963258,0,0,0,27.59933774834437,1.3302083333333334,568723.3963232213,698349.842352592,561208.6443190102,670060.9111134054
2018-06-12,698637.3821206325,1,0,0,27.09591836734694,2.4745283018867927,716741.5851963258,709331.6773059894,571195.0058876191,668533.1546583542
2018-06-13,690261.764500453,2,0,0,26.8486301369863,9.404504504504505,698637.3821206325,713033.1581384639,708715.1307081244,665280.0984243528
2018-06-14,694114.8994259407,3,0,0,26.951351351351352,5.177777777777778,690261.764500453,709584.5660945612,704939.1771216254,663070.1460431212
2018-06-15,687302.3105652761,4,0,0,26.76734693877551,6.649056603773585,694114.8994259407,705881.4951833928,700776.9279229053,660415.9768119619
2018-06-16,551517.5130597294,5,1,0,26.854362416107385,5.504587155963303,687302.3105652761,567130.4995518831,695142.2808550674,658185.5501702254
2018-06-17,559223.603347795,6,1,0,27.086754966887415,4.207920792079208,551517.5130597294,568723.3963232213,690862.4951994132,656828.4368880216
2018-06-18,684915.57512672,0,0,0,26.697297297297297,6.72212389380531,559223.603347795,716741.5851963258,548913.9257010006,652281.8640209353
2018-06-19,685880.0801982511,1,0,0,26.744666666666664,5.845833333333333,684915.57512672,698637.3821206325,549054.0797391846,650459.3923177378
2018-06-20,687429.5648266261,2,0,0,26.793877551020408,7.592105263157895,685880.0801982511,690261.764500453,696634.5667964655,650054.792364334
2018-06-21,686791.403580214,3,0,0,26.776510067114092,9.373913043478261,687429.5648266261,694114.8994259407,711718.1591489685,649008.5786720874
2018-06-22,677962.8830301183,4,0,0,26.488513513513514,6.965254237288136,686791.403580214,687302.3105652761,696857.1987559298,647674.3747384934
2018-06-23,526061.5783338946,5,1,0,26.134,8.186666666666666,677962.8830301183,551517.5130597294,701466.0123236595,644037.8126348027
2018-06-24,526722.9849222868,6,1,0,26.131543624161072,14.375609756097562,526061.5783338946,559223.603347795,703038.6672762433,639394.8671454444
2018-06-25,643747.3504359281,0,0,0,25.51276595744681,16.107142857142858,526722.9849222868,684915.57512672,556395.7777441394,633513.6921896171
2018-06-26,651686.6825562064,1,0,0,25.760544217687077,9.866153846153846,643747.3504359281,685880.0801982511,555498.2168261458,628628.9210978963
2018-06-27,659944.5135540911,2,0,0,25.97837837837838,8.322522522522522,651686.6825562064,687429.5648266261,694396.1745977207,624702.4852018199
2018-06-28,661459.9741508754,3,0,0,26.014383561643836,9.998387096774193,659944.5135540911,686791.403580214,689186.6166481624,621083.7095690572
2018-06-29,655338.0348861499,4,0,0,25.824324324324323,14.031932773109244,661459.9741508754,677962.8830301183,687437.696422417,617851.5884056332
2018-06-30,526318.2603928089,5,1,0,26.13840579710145,10.67027027027027,655338.0348861499,526061.5783338946,691988.2807822598,617888.2572711923
2018-07-01,521392.26804115734,6,1,0,26.0006993006993,9.411650485436892,526318.2603928089,526722.9849222868,687121.3914421514,617126.7262881739
2018-07-02,661626.9891836338,0,0,0,26.032432432432433,6.608928571428572,521392.26804115734,643747.3504359281,547451.1433458113,619680.960394989
2018-07-03,662231.3850249713,1,0,0,26.02689655172414,10.87948717948718,661626.9891836338,651686.6825562064,552831.0267966656,621187.3464619555
2018-07-04,664104.754543213,2,0,0,26.082236842105264,7.838842975206612,662231.3850249713,659944.5135540911,698349.842352592,621781.6666032586
2018-07-05,662959.6887780057,3,0,0,26.056849315068494,5.4303921568627445,664104.754543213,661459.9741508754,709331.6773059894,621995.9115499913
2018-07-06,655827.0582591306,4,0,0,25.862068965517242,8.863478260869565,662959.6887780057,655338.0348861499,713033.1581384639,622065.7720318458
2018-07-07,525444.7032416709,5,1,0,26.108219178082194,2.2479591836734696,655827.0582591306,526318.2603928089,709584.5660945612,621940.9781531118
2018-07-08,537370.1609505813,6,1,0,26.448630136986303,4.405,525444.7032416709,521392.26804115734,705881.4951833928,624223.5342830295
2018-07-09,677020.6613572262,0,0,0,26.48108108108108,6.784905660377359,537370.1609505813,661626.9891836338,567130.4995518831,626422.6303078284
2018-07-10,670576.0843915698,1,0,0,26.283448275862067,6.597321428571428,677020.6613572262,662231.3850249713,568723.3963232213,627614.7302173425
2018-07-11,669045.8658190555,2,0,0,26.211842105263155,5.471559633027523,670576.0843915698,664104.754543213,716741.5851963258,628320.6032567486
2018-07-12,671126.6717208575,3,0,0,26.27986577181208,3.696,669045.8658190555,662959.6887780057,698637.3821206325,629487.3151057275
2018-07-13,669823.1359220593,4,0,0,26.25374149659864,5.8839999999999995,671126.6717208575,655827.0582591306,690261.764500453,631486.7547718601
2018-07-14,530058.4640124171,5,1,0,26.23191489361702,5.258823529411765,669823.1359220593,525444.7032416709,694114.8994259407,632145.8634533953
2018-07-15,536057.7932615659,6,1,0,26.395714285714288,3.883168316831683,530058.4640124171,537370.1609505813,687302.3105652761,631958.3823549645
2018-07-16,673447.5994602628,0,0,0,26.358389261744968,4.062765957446809,536057.7932615659,677020.6613572262,551517.5130597294,631447.9449411125
2018-07-17,679671.8408184072,1,0,0,26.506756756756758,2.875238095238095,673447.5994602628,670576.0843915698,559223.603347795,632747.338716375
2018-07-18,689971.0402205954,2,0,0,26.8,3.0238095238095237,679671.8408184072,669045.8658190555,684915.57512672,635736.6493451664
2018-07-19,690299.761936842,3,0,0,26.84861111111111,3.4877551020408166,689971.0402205954,671126.6717208575,685880.0801982511,638475.6622331643
2018-07-20,698131.6650084278,4,0,0,27.047260273972604,4.671717171717172,690299.761936842,669823.1359220593,687429.5648266261,642519.7378169311
2018-07-21,555791.072265943,5,1,0,26.964335664335664,5.353535353535354,698131.6650084278,530058.4640124171,686791.403580214,646195.824710292
2018-07-22,557411.6055157227,6,1,0,26.996503496503497,7.553271028037384,555791.072265943,536057.7932615659,677962.8830301183,649246.3693180287
2018-07-23,695102.5212104388,0,0,0,26.938888888888886,3.178095238095238,557411.6055157227,673447.5994602628,526061.5783338946,652339.9295680539
2018-07-24,686590.9946866084,1,0,0,26.73061224489796,4.744036697247707,695102.5212104388,679671.8408184072,526722.9849222868,653328.380120654
2018-07-25,686487.474198645,2,0,0,26.716,3.364761904761905,686590.9946866084,689971.0402205954,643747.3504359281,652830.727831804
2018-07-26,681033.7469066166,3,0,0,26.544137931034484,4.376842105263158,686487.474198645,690299.761936842,651686.6825562064,651507.0113989146
2018-07-27,685074.2130738444,4,0,0,26.645833333333332,3.238613861386139,681033.7469066166,698131.6650084278,659944.5135540911,649641.6611225456
2018-07-28,539377.9747967661,5,1,0,26.46712328767123,4.382075471698113,685074.2130738444,555791.072265943,661459.9741508754,647296.9329126632
2018-07-29,540410.7634937831,6,1,0,26.47739726027397,6.772072072072072,539377.9747967661,557411.6055157227,655338.0348861499,644868.2411952432
2018-07-30,676284.5857750913,0,0,0,26.387755102040817,7.8828571428571435,540410.7634937831,695102.5212104388,526318.2603928089,642179.9647044792
2018-07-31,678066.9941100002,1,0,0,26.43877551020408,4.743119266055046,676284.5857750913,686590.9946866084,521392.26804115734,640962.2503363924
2018-08-01,664227.9488747452,2,0,0,26.03921568627451,5.657894736842105,678066.9941100002,686487.474198645,661626.9891836338,637782.3181472638
2018-08-02,663609.2569782673,3,0,0,26.002797202797204,8.877777777777778,664227.9488747452,681033.7469066166,662231.3850249713,635293.1053003568
2018-08-03,663764.5799971829,4,0,0,26.017931034482757,2.18936170212766,663609.2569782673,685074.2130738444,664104.754543213,632248.8720036909
2018-08-04,523952.0327716009,5,1,0,26.02638888888889,3.322680412371134,663764.5799971829,539377.9747967661,662959.6887780057,630045.1660000959
2018-08-05,530194.043570749,6,1,0,26.193835616438356,4.333333333333333,523952.0327716009,540410.7634937831,655827.0582591306,628585.6345825195
2018-08-06,672982.5704177822,0,0,0,26.28111888111888,2.764423076923077,530194.043570749,676284.5857750913,525444.7032416709,628113.918102904
2018-08-07,678386.4037210083,1,0,0,26.456338028169014,4.5285714285714285,672982.5704177822,678066.9941100002,537370.1609505813,628159.5480473337
2018-08-08,686052.4592555813,2,0,0,26.64864864864865,3.2754545454545454,678386.4037210083,664227.9488747452,677020.6613572262,631277.335244596
2018-08-09,690114.963033338,3,0,0,26.733793103448278,4.156730769230769,686052.4592555813,663609.2569782673,670576.0843915698,635063.8646810346
2018-08-10,685405.3243267873,4,0,0,26.665034965034966,5.328571428571428,690114.963033338,663764.5799971829,669045.8658190555,638155.3995852638
2018-08-11,554376.9878287322,5,1,0,26.883916083916084,5.588541666666667,685405.3243267873,523952.0327716009,671126.6717208575,642501.8217362826
2018-08-12,550065.6356880952,6,1,0,26.75744680851064,3.105940594059406,554376.9878287322,530194.043570749,669823.1359220593,645340.6206101893
2018-08-13,699621.065046276,0,0,0,27.038620689655172,4.442857142857143,550065.6356880952,672982.5704177822,530058.4640124171,649146.1198428312
2018-08-14,696185.7080460265,1,0,0,26.91986301369863,1.702173913043478,699621.065046276,678386.4037210083,536057.7932615659,651688.877603548
2018-08-15,697731.0594910138,2,0,0,26.97448275862069,1.4104166666666667,696185.7080460265,686052.4592555813,673447.5994602628,653357.2490657528
2018-08-16,686867.6835886674,3,0,0,26.672222222222224,1.2435643564356436,697731.0594910138,690114.963033338,679671.8408184072,652893.3520022284
2018-08-17,683761.9447968978,4,0,0,26.595138888888886,1.6866666666666665,686867.6835886674,685405.3243267873,689971.0402205954,652658.5834979585
2018-08-18,543355.2481535028,5,1,0,26.537762237762237,3.4225806451612906,683761.9447968978,554376.9878287322,690299.761936842,651084.0492586399
2018-08-19,552730.2492049553,6,1,0,26.814383561643837,3.252577319587629,543355.2481535028,550065.6356880952,698131.6650084278,651464.7083324771
2018-08-20,694539.5866209334,0,0,0,26.877551020408163,2.002061855670103,552730.2492049553,699621.065046276,555791.072265943,650738.7828431425
2018-08-21,690651.0802947269,1,0,0,26.764137931034483,3.290526315789474,694539.5866209334,696185.7080460265,557411.6055157227,649948.1217358139
